year_month,TAVG
2017-01,34.270322580645164
2017-02,41.462857142857146
2017-03,42.30064516129032
2017-04,57.275
2017-05,61.68403225806451
2017-06,72.2585
2017-07,75.09693548387096
2017-08,70.8959677419355
2017-09,64.75027027027028
