year_month,TAVG
2017-01,21.39548387096774
2017-02,23.145714285714284
2017-03,24.323243243243244
2017-04,43.27966480446928
2017-05,51.85612903225806
2017-06,62.41491525423729
2017-07,66.68717391304348
2017-08,64.32369565217391
2017-09,60.2658064516129
