year_month,TAVG
2017-01,33.451547619047616
2017-02,37.17410989010989
2017-03,42.2950231634679
2017-04,43.89240955631399
2017-05,51.75147000659196
2017-06,59.3818553888131
2017-07,65.91135883905012
2017-08,64.4109306930693
2017-09,59.51116326530612
