year_month,TAVG
2017-01,33.159838709677416
2017-02,43.402678571428574
2017-03,49.001290322580644
2017-04,56.0375
2017-05,63.68
2017-06,75.845
2017-07,80.89032258064516
2017-08,73.73387096774194
2017-09,71.062
