year_month,TAVG
2017-01,41.73244239631337
2017-02,47.74173469387755
2017-03,47.09013824884792
2017-04,62.50828571428571
2017-05,65.02875576036867
2017-06,74.44742857142857
2017-07,78.92290322580645
2017-08,75.26801843317972
2017-09,68.72714285714287
