year_month,TAVG
2017-01,-4.9638709677419355
2017-02,-5.176428571428572
2017-03,-1.2709677419354837
2017-04,20.863999999999997
2017-05,47.12580645161291
2017-06,55.97
2017-07,63.379999999999995
2017-08,62.152903225806455
2017-09,51.78285714285715
