year_month,TAVG
2017-01,46.34608294930876
2017-02,51.924897959183674
2017-03,51.45161290322581
2017-04,64.41542857142856
2017-05,67.8365306122449
2017-06,73.995
2017-07,78.6316129032258
2017-08,75.95368983957219
2017-09,68.65166666666667
