year_month,TAVG
2017-01,53.98225806451613
2017-02,57.75928571428571
2017-03,58.82967741935484
2017-04,68.449
2017-05,72.80387096774194
2017-06,77.452
2017-07,80.84677419354838
2017-08,79.62161290322581
2017-09,73.18666666666667
